Customer_ID,Reference_Date,Geopolitical_Zone,State,Residence_Type,Age,Gender,Marital_Status,Education_Level,Occupation,Income_Regularity,Monthly_Income_NGN,Account_Type,Salary_Account,Tenure_Years,Account_Balance_NGN,Account_Balance_3M_Ago_NGN,Balance_Change_Pct_3M,Number_of_Products,Has_Debit_Card,Has_Credit_Card,Mobile_Banking,Internet_Banking,USSD_Banking,Preferred_Channel,Digital_Transaction_Share,Digital_Engagement,Monthly_Transactions_3M_Ago,Monthly_Transactions_Current,Transaction_Change_Pct_3M,Transaction_Frequency,Monthly_Transaction_Value_NGN,Months_Inactive_12M,Days_Since_Last_Transaction,Active_Member,Failed_Transactions_3M,Customer_Service_Contacts_6M,Complaints_6M,Unresolved_Complaints_6M,Average_Resolution_Days,Monthly_Bank_Fees_NGN,Fee_to_Income_Pct,Satisfaction_Score,Loan_Status,Loan_Amount_NGN,Credit_Score,Active_Account_at_Another_Bank,Churn_Within_6M
NGBK000572,2024-12-31,North East,Adamawa,Rural,28,Female,Married,HND/Bachelor,Private Employee,Regular,122000,Salary,Yes,2.0,46500,53800,-0.136,1,Yes,No,Yes,Yes,No,Web Transfer,0.72,High,17,24,0.412,High,164300,0,3,Yes,1,0,0,0,0.0,1300,1.07,4,No Loan,0,637,No,No
NGBK000573,2024-12-31,South West,Ogun,Rural,49,Female,Married,Primary,Artisan/Skilled Trade,Variable,127000,Savings,No,7.5,16000,14800,0.081,1,No,No,No,No,Yes,USSD,0.17,Low,29,15,-0.483,Medium,163900,1,5,Yes,0,0,0,0,0.0,1300,1.02,4,Delinquent,1932000,547,No,Yes
NGBK000574,2024-12-31,South West,Lagos,Urban,35,Female,Married,OND/NCE,Self-Employed,Irregular,78000,Savings,No,3.8,47100,48200,-0.023,2,No,No,Yes,Yes,No,Web Transfer,0.37,Medium,14,16,0.143,High,95300,2,17,Yes,2,2,0,0,0.0,1600,2.05,4,Completed,145000,604,No,No
NGBK000575,2024-12-31,South South,Akwa Ibom,Urban,26,Female,Single,Secondary,Unemployed,Irregular,27000,Savings,Yes,1.6,9400,7000,0.348,2,Yes,No,Yes,Yes,No,Mobile App,0.56,High,43,60,0.395,Very High,84100,0,5,Yes,0,0,0,0,0.0,2700,10.0,3,No Loan,0,587,No,No
NGBK000576,2024-12-31,North East,Adamawa,Urban,58,Female,Married,Secondary,Other,Irregular,351000,Savings,Yes,9.7,135400,145700,-0.071,3,Yes,No,Yes,Yes,No,Web Transfer,0.96,High,21,27,0.286,High,439900,1,2,Yes,0,1,0,0,0.0,1800,0.51,3,Current,1006000,715,No,No
NGBK000577,2024-12-31,South South,Akwa Ibom,Urban,36,Male,Married,Primary,Self-Employed,Variable,67000,Current,No,1.4,27000,34900,-0.227,2,No,No,No,No,Yes,USSD,0.26,Low,19,11,-0.421,Medium,100100,3,12,Yes,0,0,0,0,0.0,2600,3.88,4,No Loan,0,642,Yes,Yes
NGBK000578,2024-12-31,North Central,Plateau,Rural,60,Female,Married,Secondary,Business Owner,Regular,294000,Current,Yes,5.7,281400,259800,0.083,3,Yes,Yes,No,No,Yes,USSD,0.39,Medium,31,24,-0.226,High,871300,2,6,Yes,0,0,0,0,0.0,2700,0.92,3,No Loan,0,672,No,No
NGBK000579,2024-12-31,North East,Gombe,Rural,33,Female,Single,Secondary,Other,Regular,115000,Savings,No,6.4,120300,130900,-0.081,2,Yes,No,Yes,Yes,Yes,Mobile App,0.79,High,22,18,-0.182,High,91900,2,19,Yes,2,0,0,0,0.0,1500,1.3,4,Current,529000,611,No,No
NGBK000580,2024-12-31,South West,Oyo,Urban,51,Female,Married,HND/Bachelor,Professional/Technician,Regular,348000,Salary,Yes,3.3,297200,288000,0.032,1,Yes,No,Yes,Yes,Yes,ATM,0.78,High,14,18,0.286,High,705700,2,21,Yes,1,0,0,0,0.0,1500,0.43,5,Delinquent,729000,553,No,No
NGBK000581,2024-12-31,South East,Anambra,Urban,30,Male,Married,HND/Bachelor,Self-Employed,Variable,168000,Current,No,1.7,60100,48600,0.237,2,Yes,No,Yes,Yes,No,POS,0.81,High,17,20,0.176,High,562200,2,3,Yes,2,1,1,0,8.2,2300,1.37,3,No Loan,0,657,Yes,Yes
NGBK000582,2024-12-31,North East,Gombe,Urban,58,Male,Separated/Widowed,HND/Bachelor,Other,Variable,140000,Savings,No,6.6,144400,140300,0.029,1,Yes,No,Yes,No,Yes,POS,0.43,High,22,22,0.0,High,426600,6,3,No,1,2,1,0,3.5,1200,0.86,3,Current,608000,625,Yes,Yes
NGBK000583,2024-12-31,South West,Ondo,Urban,28,Female,Married,OND/NCE,Unemployed,Irregular,36000,Savings,No,2.7,38900,50600,-0.231,1,Yes,No,Yes,Yes,No,ATM,0.77,High,14,13,-0.071,Medium,42000,3,12,Yes,0,1,0,0,0.0,1700,4.72,4,No Loan,0,616,Yes,No
NGBK000584,2024-12-31,North West,Zamfara,Urban,35,Female,Married,OND/NCE,Professional/Technician,Regular,312000,Salary,Yes,2.3,133300,147500,-0.096,2,Yes,Yes,Yes,Yes,Yes,Mobile App,0.6,High,32,35,0.094,Very High,445500,4,2,No,0,1,0,0,0.0,2500,0.8,2,No Loan,0,693,No,Yes
NGBK000585,2024-12-31,South South,Rivers,Rural,56,Male,Separated/Widowed,Primary,Other,Variable,109000,Savings,No,11.0,162100,137000,0.183,4,Yes,No,Yes,No,Yes,Branch,0.43,High,19,17,-0.105,High,103200,4,3,No,0,0,0,0,0.0,1600,1.47,4,No Loan,0,763,Yes,No
NGBK000586,2024-12-31,South West,Ondo,Urban,42,Female,Married,HND/Bachelor,Professional/Technician,Regular,655000,Salary,Yes,6.5,164000,128600,0.275,3,Yes,Yes,Yes,Yes,No,Mobile App,0.84,High,17,11,-0.353,Medium,1021300,1,13,Yes,1,0,0,0,0.0,2800,0.43,4,Current,1395000,719,Yes,No
NGBK000587,2024-12-31,North West,Jigawa,Rural,54,Female,Single,Secondary,Trader,Variable,69000,Savings,No,3.2,18500,19600,-0.054,1,Yes,No,Yes,Yes,No,Mobile App,0.6,High,18,19,0.056,High,42600,1,20,Yes,0,2,0,0,0.0,1300,1.88,3,Current,148000,604,No,No
NGBK000588,2024-12-31,South East,Anambra,Rural,64,Male,Married,OND/NCE,Other,Regular,63000,Salary,Yes,2.7,30000,32600,-0.079,1,Yes,Yes,No,No,No,Branch,0.18,Medium,25,29,0.16,High,73500,0,4,Yes,0,0,0,0,0.0,1900,3.02,5,Completed,226000,703,No,No
NGBK000589,2024-12-31,North West,Kaduna,Rural,57,Male,Separated/Widowed,No formal,Business Owner,Variable,134000,Current,No,17.2,54300,45600,0.192,5,Yes,No,No,No,Yes,USSD,0.45,Medium,18,13,-0.278,Medium,109300,2,17,Yes,0,0,0,0,0.0,3100,2.31,5,Delinquent,1192000,664,No,No
NGBK000590,2024-12-31,North Central,Niger,Rural,29,Female,Single,Secondary,Trader,Variable,159000,Current,No,2.1,101700,116600,-0.128,1,Yes,Yes,No,Yes,No,Web Transfer,0.34,Medium,15,13,-0.133,Medium,177300,3,8,Yes,0,0,0,0,0.0,2700,1.7,4,No Loan,0,573,No,Yes
NGBK000591,2024-12-31,North Central,Kwara,Rural,34,Male,Single,No formal,Other,Variable,229000,Savings,Yes,0.8,142000,138700,0.024,1,Yes,No,Yes,Yes,No,Mobile App,0.5,High,21,21,0.0,High,236400,1,7,Yes,0,1,0,0,0.0,900,0.39,3,No Loan,0,653,No,No
NGBK000592,2024-12-31,South East,Imo,Rural,55,Female,Married,Secondary,Self-Employed,Variable,44000,Current,No,4.7,7100,6500,0.096,1,Yes,No,No,No,Yes,ATM,0.21,Medium,8,13,0.625,Medium,28100,2,21,Yes,0,0,0,0,0.0,2400,5.45,3,Completed,428000,693,No,No
NGBK000593,2024-12-31,North West,Kano,Urban,30,Female,Married,Primary,Self-Employed,Irregular,211000,Savings,No,0.7,130700,122800,0.064,2,Yes,No,Yes,Yes,Yes,ATM,0.85,High,36,42,0.167,Very High,983300,0,7,Yes,3,0,0,0,0.0,2300,1.09,5,No Loan,0,626,No,No
NGBK000594,2024-12-31,South East,Anambra,Urban,39,Male,Single,HND/Bachelor,Professional/Technician,Irregular,512000,Savings,Yes,0.4,125900,139000,-0.094,2,Yes,No,Yes,Yes,No,ATM,0.62,High,5,3,-0.4,Low,625300,3,74,No,1,1,1,0,1.8,800,0.16,2,No Loan,0,625,No,Yes
NGBK000595,2024-12-31,North Central,FCT,Urban,43,Male,Single,OND/NCE,Self-Employed,Variable,123000,Savings,No,8.2,43400,38100,0.138,1,Yes,No,Yes,Yes,No,Branch,0.78,High,18,24,0.333,High,159200,0,5,Yes,1,1,0,0,0.0,600,0.49,5,No Loan,0,736,No,No
NGBK000596,2024-12-31,North Central,FCT,Urban,53,Male,Married,Primary,Self-Employed,Variable,102000,Savings,No,7.5,123200,102500,0.202,3,Yes,Yes,No,Yes,No,Web Transfer,0.47,Medium,24,20,-0.167,High,155600,2,4,Yes,0,0,0,0,0.0,1700,1.67,4,No Loan,0,623,No,No
NGBK000597,2024-12-31,South East,Abia,Urban,51,Male,Married,Primary,Professional/Technician,Regular,155000,Savings,Yes,4.5,204300,196100,0.042,2,No,No,No,Yes,Yes,Branch,0.55,High,41,48,0.171,Very High,285100,0,3,Yes,3,1,1,0,15.8,2300,1.48,3,No Loan,0,600,No,Yes
NGBK000598,2024-12-31,South West,Oyo,Urban,30,Female,Married,Postgraduate,Artisan/Skilled Trade,Variable,243000,Savings,No,0.2,91600,114500,-0.2,2,Yes,No,Yes,Yes,Yes,POS,0.72,High,11,12,0.091,Medium,225900,2,20,Yes,3,1,0,0,0.0,1400,0.58,4,No Loan,0,644,Yes,Yes
NGBK000599,2024-12-31,South South,Edo,Urban,43,Male,Single,Secondary,Civil Servant,Regular,133000,Savings,Yes,1.7,103100,151200,-0.318,1,Yes,No,Yes,No,No,Mobile App,0.36,Medium,21,24,0.143,High,277200,1,6,Yes,1,0,0,0,0.0,1500,1.13,4,No Loan,0,691,No,No
NGBK000600,2024-12-31,North Central,FCT,Urban,31,Male,Single,HND/Bachelor,Self-Employed,Irregular,198000,Current,No,1.3,121700,128600,-0.054,1,Yes,Yes,Yes,Yes,Yes,Branch,0.8,High,24,16,-0.333,High,131000,1,10,Yes,1,1,1,0,2.5,2100,1.06,4,No Loan,0,727,Yes,Yes
NGBK000601,2024-12-31,South West,Ondo,Urban,35,Male,Married,Secondary,Professional/Technician,Variable,438000,Savings,No,9.0,296800,351700,-0.156,2,Yes,Yes,Yes,No,No,ATM,0.43,Medium,8,12,0.5,Medium,513800,2,15,Yes,2,0,0,0,0.0,1300,0.3,2,Current,1590000,642,No,Yes
NGBK000602,2024-12-31,South West,Lagos,Urban,45,Female,Married,No formal,Self-Employed,Variable,248000,Savings,No,7.8,63000,59400,0.061,3,Yes,No,Yes,Yes,No,Mobile App,0.74,High,28,33,0.179,Very High,520400,2,4,Yes,0,0,0,0,0.0,2000,0.81,4,Current,988000,593,No,No
NGBK000603,2024-12-31,South East,Abia,Rural,33,Female,Single,OND/NCE,Artisan/Skilled Trade,Irregular,54000,Savings,No,3.1,17500,15700,0.114,1,Yes,No,Yes,No,No,POS,0.47,High,18,27,0.5,High,90600,4,3,No,1,0,0,0,0.0,2100,3.89,3,No Loan,0,649,Yes,No
NGBK000604,2024-12-31,South South,Bayelsa,Urban,27,Male,Single,Primary,Civil Servant,Regular,109000,Savings,No,3.8,54500,61700,-0.116,2,Yes,No,Yes,No,No,Branch,0.44,Medium,17,17,0.0,High,118100,1,18,Yes,0,0,0,0,0.0,2100,1.93,4,No Loan,0,625,No,No
NGBK000605,2024-12-31,South West,Oyo,Urban,38,Female,Married,Secondary,Private Employee,Variable,132000,Savings,No,3.4,132500,177100,-0.252,2,Yes,No,Yes,Yes,No,ATM,0.65,High,23,26,0.13,High,163500,4,0,No,3,0,0,0,0.0,1400,1.06,2,Current,1321000,689,Yes,No
NGBK000606,2024-12-31,North West,Kano,Urban,38,Female,Married,Secondary,Civil Servant,Regular,509000,Salary,Yes,5.0,294800,209400,0.408,1,Yes,No,Yes,Yes,No,Mobile App,0.59,High,17,21,0.235,High,948700,1,3,Yes,1,1,1,0,1.8,1000,0.2,4,Current,2138000,717,No,No
NGBK000607,2024-12-31,North Central,Niger,Urban,55,Female,Married,HND/Bachelor,Business Owner,Irregular,943000,Current,Yes,3.1,377400,434800,-0.132,5,Yes,No,Yes,Yes,No,Mobile App,0.44,High,10,7,-0.3,Medium,699800,3,17,Yes,1,1,0,0,0.0,2500,0.27,4,No Loan,0,679,Yes,No
NGBK000608,2024-12-31,South West,Ogun,Urban,57,Female,Married,Secondary,Retired,Regular,223000,Savings,No,6.2,304500,262000,0.162,1,Yes,No,Yes,Yes,No,Mobile App,0.65,High,17,16,-0.059,High,132400,1,20,Yes,0,0,0,0,0.0,700,0.31,4,No Loan,0,645,No,No
NGBK000609,2024-12-31,South West,Lagos,Urban,34,Male,Single,Primary,Other,Variable,60000,Savings,No,3.0,17200,14500,0.188,1,Yes,No,No,Yes,No,ATM,0.59,Medium,10,15,0.5,Medium,49500,2,5,Yes,0,0,0,0,0.0,1000,1.67,4,No Loan,0,678,No,Yes
NGBK000610,2024-12-31,South East,Imo,Urban,26,Female,Single,HND/Bachelor,Civil Servant,Regular,175000,Salary,Yes,0.4,92800,75300,0.233,2,Yes,No,Yes,Yes,No,Mobile App,0.68,High,9,5,-0.444,Low,167200,3,54,No,0,1,0,0,0.0,1200,0.69,3,No Loan,0,598,No,Yes
NGBK000611,2024-12-31,North West,Kaduna,Urban,33,Female,Married,Secondary,Private Employee,Regular,131000,Savings,Yes,2.5,58800,48900,0.202,2,Yes,No,Yes,Yes,No,Mobile App,0.78,High,24,20,-0.167,High,191100,5,2,No,1,0,0,0,0.0,2200,1.68,4,Current,2176000,637,No,Yes
NGBK000612,2024-12-31,South West,Lagos,Urban,57,Female,Married,HND/Bachelor,Other,Irregular,183000,Savings,Yes,18.8,79900,61100,0.307,4,No,No,Yes,Yes,Yes,Mobile App,0.73,High,40,41,0.025,Very High,503300,1,5,Yes,1,1,0,0,0.0,2300,1.26,4,Current,1058000,723,No,No
NGBK000613,2024-12-31,South South,Cross River,Urban,56,Male,Married,No formal,Self-Employed,Variable,344000,Savings,No,8.4,172900,169700,0.019,4,Yes,Yes,Yes,Yes,Yes,Branch,0.74,High,35,52,0.486,Very High,1888000,0,6,Yes,3,2,1,0,4.9,2000,0.58,5,Completed,1605000,756,No,No
NGBK000614,2024-12-31,South West,Lagos,Urban,47,Male,Separated/Widowed,OND/NCE,Manager/Executive,Variable,336000,Savings,Yes,11.6,83400,82300,0.013,5,Yes,No,Yes,Yes,No,Mobile App,0.55,High,45,45,0.0,Very High,925000,3,1,Yes,2,0,0,0,0.0,3100,0.92,4,No Loan,0,735,Yes,No
NGBK000615,2024-12-31,North West,Kaduna,Rural,55,Male,Separated/Widowed,OND/NCE,Other,Variable,160000,Savings,No,9.8,57000,83600,-0.318,3,Yes,No,No,No,Yes,ATM,0.49,Medium,17,13,-0.235,Medium,149300,2,18,Yes,0,1,0,0,0.0,2100,1.31,5,No Loan,0,720,No,No
NGBK000616,2024-12-31,South East,Ebonyi,Urban,38,Male,Single,Primary,Self-Employed,Variable,208000,Savings,No,6.2,42100,77500,-0.457,2,Yes,No,Yes,Yes,Yes,Web Transfer,0.75,High,6,8,0.333,Medium,315200,0,8,Yes,1,0,0,0,0.0,1400,0.67,4,Delinquent,871000,557,Yes,No
NGBK000617,2024-12-31,South East,Abia,Rural,33,Female,Married,Secondary,Student,Irregular,20000,Student,Yes,1.2,5900,6100,-0.032,2,Yes,No,Yes,Yes,No,Mobile App,0.61,High,5,1,-0.8,Low,10300,5,79,No,0,1,1,0,12.6,600,3.0,4,No Loan,0,617,Yes,Yes
NGBK000618,2024-12-31,South South,Edo,Urban,48,Female,Married,Secondary,Professional/Technician,Regular,377000,Savings,Yes,6.6,610900,496300,0.231,2,Yes,No,No,No,Yes,USSD,0.47,High,43,49,0.14,Very High,2111800,1,5,Yes,1,0,0,0,0.0,2000,0.53,4,No Loan,0,710,Yes,No
NGBK000619,2024-12-31,North East,Borno,Urban,51,Female,Single,HND/Bachelor,Civil Servant,Regular,361000,Salary,Yes,6.2,134400,123200,0.091,2,Yes,No,Yes,Yes,No,Mobile App,0.55,High,6,9,0.5,Medium,338200,5,3,No,0,0,0,0,0.0,2300,0.64,5,No Loan,0,639,No,No
NGBK000620,2024-12-31,South East,Imo,Rural,50,Female,Single,Secondary,Self-Employed,Variable,220000,Current,No,3.2,126400,115600,0.093,2,No,No,No,No,Yes,ATM,0.33,Medium,18,20,0.111,High,178500,4,0,No,0,1,0,0,0.0,2600,1.18,3,No Loan,0,581,No,Yes
NGBK000621,2024-12-31,North East,Adamawa,Urban,46,Male,Separated/Widowed,OND/NCE,Private Employee,Irregular,304000,Savings,No,2.4,181700,166100,0.094,2,Yes,No,Yes,Yes,No,ATM,0.47,High,4,6,0.5,Medium,430500,1,21,Yes,1,2,0,0,0.0,1400,0.46,4,No Loan,0,666,No,No
NGBK000622,2024-12-31,North East,Bauchi,Rural,29,Female,Single,OND/NCE,Business Owner,Irregular,201000,Current,No,0.9,386500,338700,0.141,2,Yes,Yes,Yes,Yes,No,Branch,0.56,High,33,30,-0.091,High,754800,2,3,Yes,0,2,0,0,0.0,2000,1.0,4,No Loan,0,552,No,No
NGBK000623,2024-12-31,South South,Edo,Urban,40,Female,Married,Postgraduate,Trader,Variable,467000,Current,No,1.9,305400,387100,-0.211,4,Yes,No,Yes,No,Yes,USSD,0.75,High,38,52,0.368,Very High,1998000,0,1,Yes,3,1,1,1,4.8,4100,0.88,2,Current,845000,742,Yes,No
NGBK000624,2024-12-31,South South,Delta,Rural,37,Female,Married,Primary,Trader,Variable,80000,Current,No,2.3,74600,79000,-0.056,2,Yes,No,Yes,No,No,ATM,0.4,High,23,32,0.391,Very High,174500,2,1,Yes,0,1,1,1,5.9,3100,3.88,3,No Loan,0,587,No,No
NGBK000625,2024-12-31,South West,Lagos,Urban,35,Female,Married,Secondary,Self-Employed,Variable,91000,Current,No,5.0,40800,51100,-0.202,1,Yes,No,No,Yes,No,Mobile App,0.69,High,22,20,-0.091,High,84900,1,3,Yes,1,1,0,0,0.0,2000,2.2,5,No Loan,0,643,No,No
NGBK000626,2024-12-31,South East,Ebonyi,Urban,49,Female,Married,Secondary,Trader,Variable,96000,Savings,No,2.8,110000,104400,0.054,1,Yes,No,No,Yes,No,POS,0.51,Medium,23,19,-0.174,High,121000,2,19,Yes,1,0,0,0,0.0,1200,1.25,5,Current,540000,603,No,No
NGBK000627,2024-12-31,South South,Delta,Urban,38,Female,Married,Secondary,Trader,Irregular,66000,Current,Yes,3.8,15800,12700,0.245,4,Yes,No,Yes,Yes,No,Mobile App,0.72,High,7,13,0.857,Medium,116100,0,4,Yes,0,0,0,0,0.0,2800,4.24,5,Completed,321000,612,No,No
NGBK000628,2024-12-31,South East,Enugu,Rural,45,Female,Married,Primary,Self-Employed,Regular,129000,Salary,Yes,10.9,255800,223400,0.145,3,Yes,No,Yes,No,No,Mobile App,0.45,High,18,26,0.444,High,298400,1,2,Yes,0,1,0,0,0.0,1600,1.24,4,Delinquent,410000,640,No,No
NGBK000629,2024-12-31,South West,Lagos,Urban,25,Male,Single,HND/Bachelor,Student,Irregular,33000,Student,No,0.7,7100,7800,-0.086,2,Yes,No,Yes,Yes,No,Branch,0.66,High,18,23,0.278,High,60100,1,0,Yes,0,0,0,0,0.0,1400,4.24,4,No Loan,0,570,No,No
NGBK000630,2024-12-31,North East,Borno,Rural,26,Female,Single,OND/NCE,Unemployed,Regular,32000,Salary,Yes,1.2,4500,5000,-0.098,1,Yes,No,Yes,Yes,Yes,Branch,0.74,High,20,17,-0.15,High,68300,3,6,Yes,0,0,0,0,0.0,1100,3.44,4,Completed,197000,721,No,No
NGBK000631,2024-12-31,North Central,FCT,Urban,52,Male,Married,Secondary,Professional/Technician,Irregular,97000,Savings,No,5.0,-174400,-188300,-0.074,1,Yes,No,Yes,Yes,Yes,Web Transfer,0.85,High,15,13,-0.133,Medium,131900,1,19,Yes,0,0,0,0,0.0,400,0.41,4,No Loan,0,665,No,No
NGBK000632,2024-12-31,North East,Borno,Rural,42,Male,Married,Secondary,Self-Employed,Variable,80000,Savings,Yes,8.4,29200,25100,0.163,3,Yes,No,Yes,No,No,POS,0.41,High,21,32,0.524,Very High,124700,2,4,Yes,0,1,0,0,0.0,2000,2.5,4,Current,1100000,686,Yes,No
NGBK000633,2024-12-31,South West,Lagos,Urban,40,Male,Single,Postgraduate,Civil Servant,Variable,503000,Savings,No,0.6,171700,146300,0.174,1,Yes,No,Yes,Yes,Yes,USSD,0.83,High,17,13,-0.235,Medium,765200,3,8,Yes,0,0,0,0,0.0,1300,0.26,3,Current,3876000,618,No,No
NGBK000634,2024-12-31,South West,Lagos,Urban,35,Male,Single,Secondary,Trader,Irregular,302000,Current,No,2.7,41000,35800,0.145,3,Yes,No,Yes,Yes,Yes,USSD,0.86,High,30,20,-0.333,High,378600,1,0,Yes,3,1,1,0,3.0,2900,0.96,5,Current,1557000,732,Yes,Yes
NGBK000635,2024-12-31,South West,Lagos,Urban,59,Female,Married,Secondary,Private Employee,Regular,359000,Salary,Yes,1.2,200800,186800,0.075,1,Yes,No,Yes,No,No,POS,0.46,High,25,32,0.28,Very High,587900,3,6,Yes,0,0,0,0,0.0,1800,0.5,5,No Loan,0,681,Yes,No
NGBK000636,2024-12-31,South South,Cross River,Urban,58,Female,Married,Secondary,Manager/Executive,Regular,968000,Salary,Yes,3.9,986600,1237900,-0.203,1,Yes,No,Yes,Yes,No,Mobile App,0.56,High,38,36,-0.053,Very High,2844500,0,2,Yes,1,0,0,0,0.0,1900,0.2,4,Current,5352000,637,No,No
NGBK000637,2024-12-31,North Central,FCT,Urban,59,Male,Married,HND/Bachelor,Business Owner,Irregular,440000,Savings,No,2.6,391600,406600,-0.037,1,Yes,No,Yes,Yes,Yes,Branch,0.76,High,20,17,-0.15,High,574900,1,9,Yes,0,0,0,0,0.0,1500,0.34,4,Completed,802000,551,No,No
NGBK000638,2024-12-31,North East,Borno,Urban,44,Female,Married,Primary,Artisan/Skilled Trade,Variable,132000,Savings,No,5.1,103000,94300,0.092,1,Yes,No,Yes,Yes,No,Mobile App,0.67,High,9,8,-0.111,Medium,165000,2,9,Yes,0,0,0,0,0.0,1300,0.98,4,Completed,834000,617,No,No
NGBK000639,2024-12-31,South East,Ebonyi,Urban,61,Female,Separated/Widowed,OND/NCE,Civil Servant,Regular,224000,Savings,Yes,1.8,182700,185700,-0.016,2,Yes,No,No,No,Yes,ATM,0.48,Medium,16,12,-0.25,Medium,334900,0,11,Yes,0,0,0,0,0.0,1900,0.85,5,Current,1450000,649,No,No
NGBK000640,2024-12-31,South South,Bayelsa,Rural,53,Male,Separated/Widowed,OND/NCE,Private Employee,Regular,258000,Salary,Yes,3.8,24800,15800,0.569,1,No,No,Yes,Yes,Yes,USSD,0.7,High,29,31,0.069,Very High,863400,1,4,Yes,3,1,0,0,0.0,1600,0.62,5,No Loan,0,763,Yes,No
NGBK000641,2024-12-31,North West,Kaduna,Urban,36,Female,Married,Secondary,Self-Employed,Variable,715000,Savings,No,3.2,1587500,1326200,0.197,1,Yes,Yes,No,Yes,Yes,Web Transfer,0.7,High,25,25,0.0,High,843100,1,3,Yes,2,0,0,0,0.0,1700,0.24,4,Current,2259000,594,No,No
NGBK000642,2024-12-31,North East,Bauchi,Rural,32,Female,Married,Secondary,Artisan/Skilled Trade,Variable,152000,Savings,No,3.2,41200,34500,0.195,2,Yes,No,Yes,Yes,Yes,Branch,0.62,High,23,30,0.304,High,629600,1,6,Yes,0,1,0,0,0.0,2400,1.58,5,No Loan,0,525,Yes,No
NGBK000643,2024-12-31,North East,Adamawa,Rural,35,Female,Married,OND/NCE,Civil Servant,Regular,77000,Salary,Yes,1.8,48700,62500,-0.221,1,Yes,No,Yes,Yes,No,ATM,0.5,High,11,12,0.091,Medium,124700,5,5,No,0,1,0,0,0.0,1600,2.08,4,No Loan,0,558,No,No
NGBK000644,2024-12-31,South South,Akwa Ibom,Urban,39,Female,Married,Secondary,Private Employee,Regular,204000,Salary,Yes,6.5,79200,80700,-0.019,3,No,No,Yes,Yes,Yes,Web Transfer,0.54,High,17,19,0.118,High,191700,2,11,Yes,0,0,0,0,0.0,1900,0.93,5,Current,1581000,670,No,No
NGBK000645,2024-12-31,North West,Kaduna,Rural,62,Female,Married,Secondary,Other,Variable,54000,Savings,No,7.2,44600,68400,-0.348,1,Yes,No,Yes,No,No,Mobile App,0.36,Medium,15,16,0.067,High,93500,0,12,Yes,0,1,0,0,0.0,1600,2.96,5,No Loan,0,536,Yes,No
NGBK000646,2024-12-31,South South,Akwa Ibom,Rural,34,Female,Married,Primary,Other,Variable,24000,Savings,No,2.1,15900,22700,-0.3,1,Yes,No,Yes,No,Yes,Mobile App,0.43,High,20,19,-0.05,High,23300,1,10,Yes,0,0,0,0,0.0,1300,5.42,3,No Loan,0,636,Yes,No
NGBK000647,2024-12-31,South West,Lagos,Urban,37,Male,Separated/Widowed,OND/NCE,Self-Employed,Variable,141000,Savings,No,3.0,144800,110100,0.315,1,Yes,No,Yes,Yes,No,Branch,0.67,High,16,8,-0.5,Medium,104500,1,10,Yes,1,0,0,0,0.0,1100,0.78,3,No Loan,0,546,No,Yes
NGBK000648,2024-12-31,North East,Borno,Rural,31,Male,Separated/Widowed,Secondary,Trader,Regular,178000,Current,Yes,1.1,53300,67000,-0.204,1,No,No,Yes,Yes,No,Mobile App,0.35,Medium,27,26,-0.037,High,231100,3,2,Yes,0,0,0,0,0.0,2800,1.57,4,Completed,413000,682,No,Yes
NGBK000649,2024-12-31,South South,Delta,Urban,32,Female,Married,HND/Bachelor,Manager/Executive,Regular,899000,Salary,Yes,3.1,410800,354100,0.16,4,Yes,Yes,No,Yes,Yes,Web Transfer,0.47,High,17,19,0.118,High,1837800,0,16,Yes,0,0,0,0,0.0,2500,0.28,4,Current,5887000,643,No,No
NGBK000650,2024-12-31,South South,Edo,Rural,37,Male,Married,OND/NCE,Artisan/Skilled Trade,Variable,141000,Savings,No,9.6,74600,59100,0.263,2,Yes,No,Yes,Yes,Yes,Branch,0.56,High,18,20,0.111,High,294000,1,4,Yes,0,1,0,0,0.0,1000,0.71,3,Delinquent,675000,551,No,No
NGBK000651,2024-12-31,North West,Kano,Rural,32,Male,Single,OND/NCE,Trader,Variable,265000,Current,No,2.3,168100,136300,0.233,1,No,No,Yes,No,No,Branch,0.32,Low,10,10,0.0,Medium,226300,1,7,Yes,1,0,0,0,0.0,1600,0.6,5,No Loan,0,629,No,No
NGBK000652,2024-12-31,North West,Kebbi,Rural,37,Male,Married,Secondary,Private Employee,Variable,118000,Savings,No,0.8,15800,13100,0.203,1,Yes,No,Yes,No,Yes,Mobile App,0.54,High,17,17,0.0,High,189700,2,13,Yes,1,0,0,0,0.0,1100,0.93,4,No Loan,0,514,Yes,No
NGBK000653,2024-12-31,North Central,FCT,Urban,43,Male,Married,Postgraduate,Private Employee,Variable,133000,Savings,No,6.5,224300,258100,-0.131,2,Yes,No,No,Yes,No,Web Transfer,0.51,Medium,21,14,-0.333,Medium,121400,0,15,Yes,1,1,1,0,6.3,1400,1.05,3,Current,1015000,697,No,No
NGBK000654,2024-12-31,North Central,Kogi,Urban,35,Female,Separated/Widowed,Secondary,Business Owner,Variable,338000,Current,No,3.6,52200,54800,-0.048,1,Yes,Yes,Yes,Yes,Yes,Web Transfer,0.84,High,10,10,0.0,Medium,362700,4,17,No,2,0,0,0,0.0,2500,0.74,5,No Loan,0,702,Yes,No
